form	lexeme	cell
r e k o b r o	rekobr	1sgPres
r e k o b r a s	rekobr	2sgPres
r e k o b r a n	rekobr	3plPres
r e k o b r a	rekobr	3sgPres
r e k o b r a m o s	rekobr	1plPres
r e k o b r a i s	rekobr	2plPres
d o j	d	1sgPres
d a s	d	2sgPres
d a n	d	3plPres
d a	d	3sgPres
d a m o s	d	1plPres
d a i s	d	2plPres
b j a x o	bjax	1sgPres
b j a x a s	bjax	2sgPres
b j a x a n	bjax	3plPres
b j a x a	bjax	3sgPres
b j a x a m o s	bjax	1plPres
b j a x a i s	bjax	2plPres
k o n f o r m o	konform	1sgPres
k o n f o r m a s	konform	2sgPres
k o n f o r m a n	konform	3plPres
k o n f o r m a	konform	3sgPres
k o n f o r m a m o s	konform	1plPres
k o n f o r m a i s	konform	2plPres
f e C o	feC	1sgPres
f e C a s	feC	2sgPres
f e C a n	feC	3plPres
f e C a	feC	3sgPres
f e C a m o s	feC	1plPres
f e C a i s	feC	2plPres
a s f i k s j o	asfiksj	1sgPres
a s f i k s j a s	asfiksj	2sgPres
a s f i k s j a n	asfiksj	3plPres
a s f i k s j a	asfiksj	3sgPres
a s f i k s j a m o s	asfiksj	1plPres
a s f i k s j a i s	asfiksj	2plPres
p o t e n s j o	potensj	1sgPres
p o t e n s j a s	potensj	2sgPres
p o t e n s j a n	potensj	3plPres
p o t e n s j a	potensj	3sgPres
p o t e n s j a m o s	potensj	1plPres
p o t e n s j a i s	potensj	2plPres
a n i d o	anid	1sgPres
a n i d a s	anid	2sgPres
a n i d a n	anid	3plPres
a n i d a	anid	3sgPres
a n i d a m o s	anid	1plPres
a n i d a i s	anid	2plPres
p r o g r e s o	progres	1sgPres
p r o g r e s a s	progres	2sgPres
p r o g r e s a n	progres	3plPres
p r o g r e s a	progres	3sgPres
p r o g r e s a m o s	progres	1plPres
p r o g r e s a i s	progres	2plPres
k a s o	kas	1sgPres
k a s a s	kas	2sgPres
k a s a n	kas	3plPres
k a s a	kas	3sgPres
k a s a m o s	kas	1plPres
k a s a i s	kas	2plPres
i n d i g n o	indign	1sgPres
i n d i g n a s	indign	2sgPres
i n d i g n a n	indign	3plPres
i n d i g n a	indign	3sgPres
i n d i g n a m o s	indign	1plPres
i n d i g n a i s	indign	2plPres
e m p l e o	emple	1sgPres
e m p l e a s	emple	2sgPres
e m p l e a n	emple	3plPres
e m p l e a	emple	3sgPres
e m p l e a m o s	emple	1plPres
e m p l e a i s	emple	2plPres
k o n s t r u j o	konstrw	1sgPres
k o n s t r u j e s	konstrw	2sgPres
k o n s t r u j e n	konstrw	3plPres
k o n s t r u j e	konstrw	3sgPres
k o n s t r w i m o s	konstrw	1plPres
k o n s t r w i s	konstrw	2plPres
e s k a s e o	eskase	1sgPres
e s k a s e a s	eskase	2sgPres
e s k a s e a n	eskase	3plPres
e s k a s e a	eskase	3sgPres
e s k a s e a m o s	eskase	1plPres
e s k a s e a i s	eskase	2plPres
e s t r a N g u l o	estraNgul	1sgPres
e s t r a N g u l a s	estraNgul	2sgPres
e s t r a N g u l a n	estraNgul	3plPres
e s t r a N g u l a	estraNgul	3sgPres
e s t r a N g u l a m o s	estraNgul	1plPres
e s t r a N g u l a i s	estraNgul	2plPres
x e n e r o	xener	1sgPres
x e n e r a s	xener	2sgPres
x e n e r a n	xener	3plPres
x e n e r a	xener	3sgPres
x e n e r a m o s	xener	1plPres
x e n e r a i s	xener	2plPres
b o m b a r d e o	bombarde	1sgPres
b o m b a r d e a s	bombarde	2sgPres
b o m b a r d e a n	bombarde	3plPres
b o m b a r d e a	bombarde	3sgPres
b o m b a r d e a m o s	bombarde	1plPres
b o m b a r d e a i s	bombarde	2plPres
r e a n u d o	reanud	1sgPres
r e a n u d a s	reanud	2sgPres
r e a n u d a n	reanud	3plPres
r e a n u d a	reanud	3sgPres
r e a n u d a m o s	reanud	1plPres
r e a n u d a i s	reanud	2plPres
p l a n t o	plant	1sgPres
p l a n t a s	plant	2sgPres
p l a n t a n	plant	3plPres
p l a n t a	plant	3sgPres
p l a n t a m o s	plant	1plPres
p l a n t a i s	plant	2plPres
d e s b o r d o	desbord	1sgPres
d e s b o r d a s	desbord	2sgPres
d e s b o r d a n	desbord	3plPres
d e s b o r d a	desbord	3sgPres
d e s b o r d a m o s	desbord	1plPres
d e s b o r d a i s	desbord	2plPres
a p u r o	apur	1sgPres
a p u r a s	apur	2sgPres
a p u r a n	apur	3plPres
a p u r a	apur	3sgPres
a p u r a m o s	apur	1plPres
a p u r a i s	apur	2plPres
k a m b j o	kambj	1sgPres
k a m b j a s	kambj	2sgPres
k a m b j a n	kambj	3plPres
k a m b j a	kambj	3sgPres
k a m b j a m o s	kambj	1plPres
k a m b j a i s	kambj	2plPres
n o m b r o	nombr	1sgPres
n o m b r a s	nombr	2sgPres
n o m b r a n	nombr	3plPres
n o m b r a	nombr	3sgPres
n o m b r a m o s	nombr	1plPres
n o m b r a i s	nombr	2plPres
t a p i s o	tapis	1sgPres
t a p i s a s	tapis	2sgPres
t a p i s a n	tapis	3plPres
t a p i s a	tapis	3sgPres
t a p i s a m o s	tapis	1plPres
t a p i s a i s	tapis	2plPres
k o n t e n t o	kontent	1sgPres
k o n t e n t a s	kontent	2sgPres
k o n t e n t a n	kontent	3plPres
k o n t e n t a	kontent	3sgPres
k o n t e n t a m o s	kontent	1plPres
k o n t e n t a i s	kontent	2plPres
d j a g n o s t i k o	djagnostik	1sgPres
d j a g n o s t i k a s	djagnostik	2sgPres
d j a g n o s t i k a n	djagnostik	3plPres
d j a g n o s t i k a	djagnostik	3sgPres
d j a g n o s t i k a m o s	djagnostik	1plPres
d j a g n o s t i k a i s	djagnostik	2plPres
n a b e g o	nabeg	1sgPres
n a b e g a s	nabeg	2sgPres
n a b e g a n	nabeg	3plPres
n a b e g a	nabeg	3sgPres
n a b e g a m o s	nabeg	1plPres
n a b e g a i s	nabeg	2plPres
k r i o	krj	1sgPres
k r i a s	krj	2sgPres
k r i a n	krj	3plPres
k r i a	krj	3sgPres
k r j a m o s	krj	1plPres
k r j a i s	krj	2plPres
a r r o d i j o	arrodij	1sgPres
a r r o d i j a s	arrodij	2sgPres
a r r o d i j a n	arrodij	3plPres
a r r o d i j a	arrodij	3sgPres
a r r o d i j a m o s	arrodij	1plPres
a r r o d i j a i s	arrodij	2plPres
e l e b o	eleb	1sgPres
e l e b a s	eleb	2sgPres
e l e b a n	eleb	3plPres
e l e b a	eleb	3sgPres
e l e b a m o s	eleb	1plPres
e l e b a i s	eleb	2plPres
r e k o r r o	rekorr	1sgPres
r e k o r r e s	rekorr	2sgPres
r e k o r r e n	rekorr	3plPres
r e k o r r e	rekorr	3sgPres
r e k o r r e m o s	rekorr	1plPres
r e k o r r e i s	rekorr	2plPres
f e k u n d o	fekund	1sgPres
f e k u n d a s	fekund	2sgPres
f e k u n d a n	fekund	3plPres
f e k u n d a	fekund	3sgPres
f e k u n d a m o s	fekund	1plPres
f e k u n d a i s	fekund	2plPres
d e s i s t o	desist	1sgPres
d e s i s t e s	desist	2sgPres
d e s i s t e n	desist	3plPres
d e s i s t e	desist	3sgPres
d e s i s t i m o s	desist	1plPres
d e s i s t i s	desist	2plPres
b e N g o	ben	1sgPres
b j e n e s	ben	2sgPres
b j e n e n	ben	3plPres
b j e n e	ben	3sgPres
b e n i m o s	ben	1plPres
b e n i s	ben	2plPres
b e n d i g o	bendes	1sgPres
b e n d i s e s	bendes	2sgPres
b e n d i s e n	bendes	3plPres
b e n d i s e	bendes	3sgPres
b e n d e s i m o s	bendes	1plPres
b e n d e s i s	bendes	2plPres
a o g o	aog	1sgPres
a o g a s	aog	2sgPres
a o g a n	aog	3plPres
a o g a	aog	3sgPres
a o g a m o s	aog	1plPres
a o g a i s	aog	2plPres
o r g a n i s o	organis	1sgPres
o r g a n i s a s	organis	2sgPres
o r g a n i s a n	organis	3plPres
o r g a n i s a	organis	3sgPres
o r g a n i s a m o s	organis	1plPres
o r g a n i s a i s	organis	2plPres
a ñ a d o	añad	1sgPres
a ñ a d e s	añad	2sgPres
a ñ a d e n	añad	3plPres
a ñ a d e	añad	3sgPres
a ñ a d i m o s	añad	1plPres
a ñ a d i s	añad	2plPres
f e s t e x o	festex	1sgPres
f e s t e x a s	festex	2sgPres
f e s t e x a n	festex	3plPres
f e s t e x a	festex	3sgPres
f e s t e x a m o s	festex	1plPres
f e s t e x a i s	festex	2plPres
i m p u l s o	impuls	1sgPres
i m p u l s a s	impuls	2sgPres
i m p u l s a n	impuls	3plPres
i m p u l s a	impuls	3sgPres
i m p u l s a m o s	impuls	1plPres
i m p u l s a i s	impuls	2plPres
p l a n i f i k o	planifik	1sgPres
p l a n i f i k a s	planifik	2sgPres
p l a n i f i k a n	planifik	3plPres
p l a n i f i k a	planifik	3sgPres
p l a n i f i k a m o s	planifik	1plPres
p l a n i f i k a i s	planifik	2plPres
o p e r o	oper	1sgPres
o p e r a s	oper	2sgPres
o p e r a n	oper	3plPres
o p e r a	oper	3sgPres
o p e r a m o s	oper	1plPres
o p e r a i s	oper	2plPres
f l o t o	flot	1sgPres
f l o t a s	flot	2sgPres
f l o t a n	flot	3plPres
f l o t a	flot	3sgPres
f l o t a m o s	flot	1plPres
f l o t a i s	flot	2plPres
f a b r i k o	fabrik	1sgPres
f a b r i k a s	fabrik	2sgPres
f a b r i k a n	fabrik	3plPres
f a b r i k a	fabrik	3sgPres
f a b r i k a m o s	fabrik	1plPres
f a b r i k a i s	fabrik	2plPres
p r o f u n d i s o	profundis	1sgPres
p r o f u n d i s a s	profundis	2sgPres
p r o f u n d i s a n	profundis	3plPres
p r o f u n d i s a	profundis	3sgPres
p r o f u n d i s a m o s	profundis	1plPres
p r o f u n d i s a i s	profundis	2plPres
a l b o r o t o	alborot	1sgPres
a l b o r o t a s	alborot	2sgPres
a l b o r o t a n	alborot	3plPres
a l b o r o t a	alborot	3sgPres
a l b o r o t a m o s	alborot	1plPres
a l b o r o t a i s	alborot	2plPres
i m p o N g o	impon	1sgPres
i m p o n e s	impon	2sgPres
i m p o n e n	impon	3plPres
i m p o n e	impon	3sgPres
i m p o n e m o s	impon	1plPres
i m p o n e i s	impon	2plPres
s w e l t o	solt	1sgPres
s w e l t a s	solt	2sgPres
s w e l t a n	solt	3plPres
s w e l t a	solt	3sgPres
s o l t a m o s	solt	1plPres
s o l t a i s	solt	2plPres
s e	sab	1sgPres
s a b e s	sab	2sgPres
s a b e n	sab	3plPres
s a b e	sab	3sgPres
s a b e m o s	sab	1plPres
s a b e i s	sab	2plPres
a r r i b o	arrib	1sgPres
a r r i b a s	arrib	2sgPres
a r r i b a n	arrib	3plPres
a r r i b a	arrib	3sgPres
a r r i b a m o s	arrib	1plPres
a r r i b a i s	arrib	2plPres
a g w a n t o	agwant	1sgPres
a g w a n t a s	agwant	2sgPres
a g w a n t a n	agwant	3plPres
a g w a n t a	agwant	3sgPres
a g w a n t a m o s	agwant	1plPres
a g w a n t a i s	agwant	2plPres
i m a x i n o	imaxin	1sgPres
i m a x i n a s	imaxin	2sgPres
i m a x i n a n	imaxin	3plPres
i m a x i n a	imaxin	3sgPres
i m a x i n a m o s	imaxin	1plPres
i m a x i n a i s	imaxin	2plPres
p r e s j o	presj	1sgPres
p r e s j a s	presj	2sgPres
p r e s j a n	presj	3plPres
p r e s j a	presj	3sgPres
p r e s j a m o s	presj	1plPres
p r e s j a i s	presj	2plPres
d e p o s i t o	deposit	1sgPres
d e p o s i t a s	deposit	2sgPres
d e p o s i t a n	deposit	3plPres
d e p o s i t a	deposit	3sgPres
d e p o s i t a m o s	deposit	1plPres
d e p o s i t a i s	deposit	2plPres
a t a k o	atak	1sgPres
a t a k a s	atak	2sgPres
a t a k a n	atak	3plPres
a t a k a	atak	3sgPres
a t a k a m o s	atak	1plPres
a t a k a i s	atak	2plPres
k o n s i l j o	konsilj	1sgPres
k o n s i l j a s	konsilj	2sgPres
k o n s i l j a n	konsilj	3plPres
k o n s i l j a	konsilj	3sgPres
k o n s i l j a m o s	konsilj	1plPres
k o n s i l j a i s	konsilj	2plPres
e k s p o N g o	ekspon	1sgPres
e k s p o n e s	ekspon	2sgPres
e k s p o n e n	ekspon	3plPres
e k s p o n e	ekspon	3sgPres
e k s p o n e m o s	ekspon	1plPres
e k s p o n e i s	ekspon	2plPres
s i g o	seg	1sgPres
s i g e s	seg	2sgPres
s i g e n	seg	3plPres
s i g e	seg	3sgPres
s e g i m o s	seg	1plPres
s e g i s	seg	2plPres
k o n s i g n o	konsign	1sgPres
k o n s i g n a s	konsign	2sgPres
k o n s i g n a n	konsign	3plPres
k o n s i g n a	konsign	3sgPres
k o n s i g n a m o s	konsign	1plPres
k o n s i g n a i s	konsign	2plPres
a b s t r a i g o	abstra	1sgPres
a b s t r a e s	abstra	2sgPres
a b s t r a e n	abstra	3plPres
a b s t r a e	abstra	3sgPres
a b s t r a e m o s	abstra	1plPres
a b s t r a e i s	abstra	2plPres
s a l p i k o	salpik	1sgPres
s a l p i k a s	salpik	2sgPres
s a l p i k a n	salpik	3plPres
s a l p i k a	salpik	3sgPres
s a l p i k a m o s	salpik	1plPres
s a l p i k a i s	salpik	2plPres
r e s a l t o	resalt	1sgPres
r e s a l t a s	resalt	2sgPres
r e s a l t a n	resalt	3plPres
r e s a l t a	resalt	3sgPres
r e s a l t a m o s	resalt	1plPres
r e s a l t a i s	resalt	2plPres
p a k t o	pakt	1sgPres
p a k t a s	pakt	2sgPres
p a k t a n	pakt	3plPres
p a k t a	pakt	3sgPres
p a k t a m o s	pakt	1plPres
p a k t a i s	pakt	2plPres
s u p r i m o	suprim	1sgPres
s u p r i m e s	suprim	2sgPres
s u p r i m e n	suprim	3plPres
s u p r i m e	suprim	3sgPres
s u p r i m i m o s	suprim	1plPres
s u p r i m i s	suprim	2plPres
a n u d o	anud	1sgPres
a n u d a s	anud	2sgPres
a n u d a n	anud	3plPres
a n u d a	anud	3sgPres
a n u d a m o s	anud	1plPres
a n u d a i s	anud	2plPres
e m o s j o n o	emosjon	1sgPres
e m o s j o n a s	emosjon	2sgPres
e m o s j o n a n	emosjon	3plPres
e m o s j o n a	emosjon	3sgPres
e m o s j o n a m o s	emosjon	1plPres
e m o s j o n a i s	emosjon	2plPres
e k i b o k o	ekibok	1sgPres
e k i b o k a s	ekibok	2sgPres
e k i b o k a n	ekibok	3plPres
e k i b o k a	ekibok	3sgPres
e k i b o k a m o s	ekibok	1plPres
e k i b o k a i s	ekibok	2plPres
k a l i b r o	kalibr	1sgPres
k a l i b r a s	kalibr	2sgPres
k a l i b r a n	kalibr	3plPres
k a l i b r a	kalibr	3sgPres
k a l i b r a m o s	kalibr	1plPres
k a l i b r a i s	kalibr	2plPres
r e p r o C o	reproC	1sgPres
r e p r o C a s	reproC	2sgPres
r e p r o C a n	reproC	3plPres
r e p r o C a	reproC	3sgPres
r e p r o C a m o s	reproC	1plPres
r e p r o C a i s	reproC	2plPres
r e a f i r m o	reafirm	1sgPres
r e a f i r m a s	reafirm	2sgPres
r e a f i r m a n	reafirm	3plPres
r e a f i r m a	reafirm	3sgPres
r e a f i r m a m o s	reafirm	1plPres
r e a f i r m a i s	reafirm	2plPres
b e r i f i k o	berifik	1sgPres
b e r i f i k a s	berifik	2sgPres
b e r i f i k a n	berifik	3plPres
b e r i f i k a	berifik	3sgPres
b e r i f i k a m o s	berifik	1plPres
b e r i f i k a i s	berifik	2plPres
a k w e r d o	akord	1sgPres
a k w e r d a s	akord	2sgPres
a k w e r d a n	akord	3plPres
a k w e r d a	akord	3sgPres
a k o r d a m o s	akord	1plPres
a k o r d a i s	akord	2plPres
d e t e s t o	detest	1sgPres
d e t e s t a s	detest	2sgPres
d e t e s t a n	detest	3plPres
d e t e s t a	detest	3sgPres
d e t e s t a m o s	detest	1plPres
d e t e s t a i s	detest	2plPres
k l a m o	klam	1sgPres
k l a m a s	klam	2sgPres
k l a m a n	klam	3plPres
k l a m a	klam	3sgPres
k l a m a m o s	klam	1plPres
k l a m a i s	klam	2plPres
d e n o m i n o	denomin	1sgPres
d e n o m i n a s	denomin	2sgPres
d e n o m i n a n	denomin	3plPres
d e n o m i n a	denomin	3sgPres
d e n o m i n a m o s	denomin	1plPres
d e n o m i n a i s	denomin	2plPres
p r e d o m i n o	predomin	1sgPres
p r e d o m i n a s	predomin	2sgPres
p r e d o m i n a n	predomin	3plPres
p r e d o m i n a	predomin	3sgPres
p r e d o m i n a m o s	predomin	1plPres
p r e d o m i n a i s	predomin	2plPres
m e t o	met	1sgPres
m e t e s	met	2sgPres
m e t e n	met	3plPres
m e t e	met	3sgPres
m e t e m o s	met	1plPres
m e t e i s	met	2plPres
d i s e ñ o	diseñ	1sgPres
d i s e ñ a s	diseñ	2sgPres
d i s e ñ a n	diseñ	3plPres
d i s e ñ a	diseñ	3sgPres
d i s e ñ a m o s	diseñ	1plPres
d i s e ñ a i s	diseñ	2plPres
t r a s p a s o	traspas	1sgPres
t r a s p a s a s	traspas	2sgPres
t r a s p a s a n	traspas	3plPres
t r a s p a s a	traspas	3sgPres
t r a s p a s a m o s	traspas	1plPres
t r a s p a s a i s	traspas	2plPres
s o b r e b e N g o	sobreben	1sgPres
s o b r e b j e n e s	sobreben	2sgPres
s o b r e b j e n e n	sobreben	3plPres
s o b r e b j e n e	sobreben	3sgPres
s o b r e b e n i m o s	sobreben	1plPres
s o b r e b e n i s	sobreben	2plPres
d i s p o N g o	dispon	1sgPres
d i s p o n e s	dispon	2sgPres
d i s p o n e n	dispon	3plPres
d i s p o n e	dispon	3sgPres
d i s p o n e m o s	dispon	1plPres
d i s p o n e i s	dispon	2plPres
r e k l u j o	reklw	1sgPres
r e k l u j e s	reklw	2sgPres
r e k l u j e n	reklw	3plPres
r e k l u j e	reklw	3sgPres
r e k l w i m o s	reklw	1plPres
r e k l w i s	reklw	2plPres
s e r e n o	seren	1sgPres
s e r e n a s	seren	2sgPres
s e r e n a n	seren	3plPres
s e r e n a	seren	3sgPres
s e r e n a m o s	seren	1plPres
s e r e n a i s	seren	2plPres
r e j e n o	rejen	1sgPres
r e j e n a s	rejen	2sgPres
r e j e n a n	rejen	3plPres
r e j e n a	rejen	3sgPres
r e j e n a m o s	rejen	1plPres
r e j e n a i s	rejen	2plPres
r e l a t o	relat	1sgPres
r e l a t a s	relat	2sgPres
r e l a t a n	relat	3plPres
r e l a t a	relat	3sgPres
r e l a t a m o s	relat	1plPres
r e l a t a i s	relat	2plPres
a k w e s t o	akost	1sgPres
a k w e s t a s	akost	2sgPres
a k w e s t a n	akost	3plPres
a k w e s t a	akost	3sgPres
a k o s t a m o s	akost	1plPres
a k o s t a i s	akost	2plPres
n a r r o	narr	1sgPres
n a r r a s	narr	2sgPres
n a r r a n	narr	3plPres
n a r r a	narr	3sgPres
n a r r a m o s	narr	1plPres
n a r r a i s	narr	2plPres
p i j o	pij	1sgPres
p i j a s	pij	2sgPres
p i j a n	pij	3plPres
p i j a	pij	3sgPres
p i j a m o s	pij	1plPres
p i j a i s	pij	2plPres
a b o r t o	abort	1sgPres
a b o r t a s	abort	2sgPres
a b o r t a n	abort	3plPres
a b o r t a	abort	3sgPres
a b o r t a m o s	abort	1plPres
a b o r t a i s	abort	2plPres
t r o p j e s o	tropes	1sgPres
t r o p j e s a s	tropes	2sgPres
t r o p j e s a n	tropes	3plPres
t r o p j e s a	tropes	3sgPres
t r o p e s a m o s	tropes	1plPres
t r o p e s a i s	tropes	2plPres
a p l i k o	aplik	1sgPres
a p l i k a s	aplik	2sgPres
a p l i k a n	aplik	3plPres
a p l i k a	aplik	3sgPres
a p l i k a m o s	aplik	1plPres
a p l i k a i s	aplik	2plPres
m e r j e n d o	merend	1sgPres
m e r j e n d a s	merend	2sgPres
m e r j e n d a n	merend	3plPres
m e r j e n d a	merend	3sgPres
m e r e n d a m o s	merend	1plPres
m e r e n d a i s	merend	2plPres
e s k a l o	eskal	1sgPres
e s k a l a s	eskal	2sgPres
e s k a l a n	eskal	3plPres
e s k a l a	eskal	3sgPres
e s k a l a m o s	eskal	1plPres
e s k a l a i s	eskal	2plPres
d e s p e r d i s j o	desperdisj	1sgPres
d e s p e r d i s j a s	desperdisj	2sgPres
d e s p e r d i s j a n	desperdisj	3plPres
d e s p e r d i s j a	desperdisj	3sgPres
d e s p e r d i s j a m o s	desperdisj	1plPres
d e s p e r d i s j a i s	desperdisj	2plPres
s u s p e n d o	suspend	1sgPres
s u s p e n d e s	suspend	2sgPres
s u s p e n d e n	suspend	3plPres
s u s p e n d e	suspend	3sgPres
s u s p e n d e m o s	suspend	1plPres
s u s p e n d e i s	suspend	2plPres
e b a l u o	ebalw	1sgPres
e b a l u a s	ebalw	2sgPres
e b a l u a n	ebalw	3plPres
e b a l u a	ebalw	3sgPres
e b a l w a m o s	ebalw	1plPres
e b a l w a i s	ebalw	2plPres
a r r o j o	arroj	1sgPres
a r r o j a s	arroj	2sgPres
a r r o j a n	arroj	3plPres
a r r o j a	arroj	3sgPres
a r r o j a m o s	arroj	1plPres
a r r o j a i s	arroj	2plPres
d e s k o n f i o	deskonfj	1sgPres
d e s k o n f i a s	deskonfj	2sgPres
d e s k o n f i a n	deskonfj	3plPres
d e s k o n f i a	deskonfj	3sgPres
d e s k o n f j a m o s	deskonfj	1plPres
d e s k o n f j a i s	deskonfj	2plPres
s u m e r x o	sumerx	1sgPres
s u m e r x e s	sumerx	2sgPres
s u m e r x e n	sumerx	3plPres
s u m e r x e	sumerx	3sgPres
s u m e r x i m o s	sumerx	1plPres
s u m e r x i s	sumerx	2plPres
o k u p o	okup	1sgPres
o k u p a s	okup	2sgPres
o k u p a n	okup	3plPres
o k u p a	okup	3sgPres
o k u p a m o s	okup	1plPres
o k u p a i s	okup	2plPres
f r j e g o	freg	1sgPres
f r j e g a s	freg	2sgPres
f r j e g a n	freg	3plPres
f r j e g a	freg	3sgPres
f r e g a m o s	freg	1plPres
f r e g a i s	freg	2plPres
k o n t r i b u j o	kontribw	1sgPres
k o n t r i b u j e s	kontribw	2sgPres
k o n t r i b u j e n	kontribw	3plPres
k o n t r i b u j e	kontribw	3sgPres
k o n t r i b w i m o s	kontribw	1plPres
k o n t r i b w i s	kontribw	2plPres
a p a r e n t o	aparent	1sgPres
a p a r e n t a s	aparent	2sgPres
a p a r e n t a n	aparent	3plPres
a p a r e n t a	aparent	3sgPres
a p a r e n t a m o s	aparent	1plPres
a p a r e n t a i s	aparent	2plPres
t o r n o	torn	1sgPres
t o r n a s	torn	2sgPres
t o r n a n	torn	3plPres
t o r n a	torn	3sgPres
t o r n a m o s	torn	1plPres
t o r n a i s	torn	2plPres
d e s k r i b o	deskrib	1sgPres
d e s k r i b e s	deskrib	2sgPres
d e s k r i b e n	deskrib	3plPres
d e s k r i b e	deskrib	3sgPres
d e s k r i b i m o s	deskrib	1plPres
d e s k r i b i s	deskrib	2plPres
e r r a d i k o	erradik	1sgPres
e r r a d i k a s	erradik	2sgPres
e r r a d i k a n	erradik	3plPres
e r r a d i k a	erradik	3sgPres
e r r a d i k a m o s	erradik	1plPres
e r r a d i k a i s	erradik	2plPres
l a t o	lat	1sgPres
l a t e s	lat	2sgPres
l a t e n	lat	3plPres
l a t e	lat	3sgPres
l a t i m o s	lat	1plPres
l a t i s	lat	2plPres
r e k l i n o	reklin	1sgPres
r e k l i n a s	reklin	2sgPres
r e k l i n a n	reklin	3plPres
r e k l i n a	reklin	3sgPres
r e k l i n a m o s	reklin	1plPres
r e k l i n a i s	reklin	2plPres
a b o r d o	abord	1sgPres
a b o r d a s	abord	2sgPres
a b o r d a n	abord	3plPres
a b o r d a	abord	3sgPres
a b o r d a m o s	abord	1plPres
a b o r d a i s	abord	2plPres
u b i k o	ubik	1sgPres
u b i k a s	ubik	2sgPres
u b i k a n	ubik	3plPres
u b i k a	ubik	3sgPres
u b i k a m o s	ubik	1plPres
u b i k a i s	ubik	2plPres
a s i s t o	asist	1sgPres
a s i s t e s	asist	2sgPres
a s i s t e n	asist	3plPres
a s i s t e	asist	3sgPres
a s i s t i m o s	asist	1plPres
a s i s t i s	asist	2plPres
l a m e n t o	lament	1sgPres
l a m e n t a s	lament	2sgPres
l a m e n t a n	lament	3plPres
l a m e n t a	lament	3sgPres
l a m e n t a m o s	lament	1plPres
l a m e n t a i s	lament	2plPres
s i t u o	sitw	1sgPres
s i t u a s	sitw	2sgPres
s i t u a n	sitw	3plPres
s i t u a	sitw	3sgPres
s i t w a m o s	sitw	1plPres
s i t w a i s	sitw	2plPres
i n t e g r o	integr	1sgPres
i n t e g r a s	integr	2sgPres
i n t e g r a n	integr	3plPres
i n t e g r a	integr	3sgPres
i n t e g r a m o s	integr	1plPres
i n t e g r a i s	integr	2plPres
r e s w e l b o	resolb	1sgPres
r e s w e l b e s	resolb	2sgPres
r e s w e l b e n	resolb	3plPres
r e s w e l b e	resolb	3sgPres
r e s o l b e m o s	resolb	1plPres
r e s o l b e i s	resolb	2plPres
C o k o	Cok	1sgPres
C o k a s	Cok	2sgPres
C o k a n	Cok	3plPres
C o k a	Cok	3sgPres
C o k a m o s	Cok	1plPres
C o k a i s	Cok	2plPres
p e l o	pel	1sgPres
p e l a s	pel	2sgPres
p e l a n	pel	3plPres
p e l a	pel	3sgPres
p e l a m o s	pel	1plPres
p e l a i s	pel	2plPres
k o n t r a i g o	kontra	1sgPres
k o n t r a e s	kontra	2sgPres
k o n t r a e n	kontra	3plPres
k o n t r a e	kontra	3sgPres
k o n t r a e m o s	kontra	1plPres
k o n t r a e i s	kontra	2plPres
e m p u x o	empux	1sgPres
e m p u x a s	empux	2sgPres
e m p u x a n	empux	3plPres
e m p u x a	empux	3sgPres
e m p u x a m o s	empux	1plPres
e m p u x a i s	empux	2plPres
p l a s m o	plasm	1sgPres
p l a s m a s	plasm	2sgPres
p l a s m a n	plasm	3plPres
p l a s m a	plasm	3sgPres
p l a s m a m o s	plasm	1plPres
p l a s m a i s	plasm	2plPres
s e r k o	serk	1sgPres
s e r k a s	serk	2sgPres
s e r k a n	serk	3plPres
s e r k a	serk	3sgPres
s e r k a m o s	serk	1plPres
s e r k a i s	serk	2plPres
